id,name,category,severity,status,message,score,max_score,remediation,reference
NX-DP-013,Classification ACLs Present,QoS,LOW,PASS,Found: class-map type network-qos c-nq1,1,1,"Configure classification ACLs:
switch(config)# class-map type qos match-all CLASS-VOICE
switch(config-cmap-qos)# match access-group name VOICE-TRAFFIC

This enables proper QoS treatment
",Cisco Hardening Guide | Data Plane
NX-DP-014,MAC Packet Classification,QoS,LOW,FAIL,[FAIL] Required configuration not found: mac packet-classify,0,1,"Enable MAC packet classification:
switch(config)# mac packet-classify

This improves QoS accuracy
",Cisco Hardening Guide | Data Plane
NX-DP-010,QoS Feature,QoS,LOW,FAIL,[FAIL] Required configuration not found: ^feature qos,0,1,"Enable QoS feature if traffic prioritization is required:
switch(config)# feature qos

Then configure QoS policies as needed
",Data Plane > QoS
NX-NS-001,vPC Domain Configuration,High Availability,MEDIUM,FAIL,[FAIL] Required configuration not found: ^vpc domain,0,3,"Configure vPC domain:
switch(config)# vpc domain 1
switch(config-vpc-domain)# peer-keepalive destination 10.1.1.2 source 10.1.1.1 vrf management
switch(config-vpc-domain)# peer-gateway
switch(config-vpc-domain)# auto-recovery

Verify: show vpc
",Nexus Specific > vPC | Best Practice
NX-NS-002,vPC Peer-Keepalive,High Availability,HIGH,FAIL,[FAIL] Required configuration not found: peer-keepalive destination.*vrf management,0,5,"Configure peer-keepalive in management VRF:
switch(config)# vpc domain 1
switch(config-vpc-domain)# peer-keepalive destination 10.1.1.2 source 10.1.1.1 vrf management

Using management VRF provides out-of-band keepalive
",Nexus Specific > vPC | Best Practice
NX-NS-007,ACI Fabric Secure Mode,ACI Security,HIGH,FAIL,[FAIL] Required configuration not found: fabric secure-mode,0,5,"Enable ACI fabric secure mode:
switch(config)# fabric secure-mode

This enables encrypted control plane communications in ACI
",Cisco Hardening Guide | Unknown
NX-NS-008,vPC Delay Restore,High Availability,MEDIUM,FAIL,[FAIL] Required configuration not found: delay restore,0,3,"Configure vPC delay restore:
switch(config)# vpc domain 1
switch(config-vpc-domain)# delay restore 150

This prevents transient loops during recovery
",Cisco Hardening Guide | Unknown
NX-NS-003,VDC Resource Allocation,Resource Management,LOW,PASS,Found: vdc combined-hostname,1,1,"Configure VDC resource allocation (Nexus 7K):
switch(config)# vdc Production
switch(config-vdc)# limit-resource vlan minimum 100 maximum 500
switch(config-vdc)# limit-resource port-channel minimum 10 maximum 50

This provides resource isolation between VDCs
",Nexus Specific > VDC
NX-NS-004,FEX Feature,Fabric Extender,LOW,FAIL,[FAIL] Required configuration not found: ^feature fex,0,1,"Enable FEX feature:
switch(config)# feature fex

Then configure FEX associations
",Nexus Specific > FEX
NX-NS-005,VXLAN Feature,Overlay Networking,LOW,FAIL,[FAIL] Required configuration not found: ^feature nv overlay,0,1,"Enable VXLAN features:
switch(config)# feature nv overlay
switch(config)# feature vn-segment-vlan-based

Then configure VXLAN tunnel endpoints
",Nexus Specific > VXLAN
NX-NS-006,Hardware Profile Configuration,System Health,MEDIUM,FAIL,[FAIL] Required configuration not found: ^hardware profile tcam,0,3,"Configure hardware TCAM profile based on deployment:

For layer 2 environments:
switch(config)# hardware profile tcam feature vpc mode l2

For layer 3 environments:
switch(config)# hardware profile tcam feature vpc mode l3

Requires reload to take effect
",Nexus Specific > System Health
NX-MON-001,SPAN Session Configuration,Traffic Monitoring,LOW,FAIL,[FAIL] Required configuration not found: ^monitor session,0,1,"Configure SPAN for traffic monitoring:
switch(config)# monitor session 1
switch(config-monitor)# source interface Ethernet1/1
switch(config-monitor)# destination interface Ethernet1/2

Or configure ERSPAN for remote monitoring:
switch(config)# monitor session 2 type erspan-source
switch(config-erspan-src)# source interface Ethernet1/1
switch(config-erspan-src)# destination ip 10.1.1.100
switch(config-erspan-src)# erspan-id 100

Verify: show monitor session all
",Monitoring > SPAN
NX-MON-001A,NTP Poll Interval Configured,Time Management,LOW,FAIL,[FAIL] Required configuration not found: ^ntp.*minpoll,0,1,"Configure NTP poll interval:
switch(config)# ntp server 10.1.1.1 use-vrf management minpoll 6 maxpoll 10

Minpoll value is 2^N seconds (6 = 64 seconds).",Monitoring > NTP
NX-MON-001B,NTP Poll Optimal Range,Time Management,LOW,FAIL,[FAIL] Configuration not found: ntp.*minpoll,0,1,"Adjust NTP poll to optimal range (6-10):
switch(config)# ntp server 10.1.1.1 minpoll 6 maxpoll 10

Values: 6=64s, 7=128s, 8=256s, 9=512s, 10=1024s",Monitoring > NTP | Best Practice
NX-MON-002,Call-Home Configuration,Proactive Monitoring,LOW,PASS,Found: callhome,1,1,"Configure Call-Home:
switch(config)# callhome
switch(config-callhome)# email-contact admin@company.com
switch(config-callhome)# phone-contact +1-555-1234

This enables proactive TAC support
",Monitoring > Call-Home
NX-MON-003,Smart Licensing,License Management,LOW,FAIL,[FAIL] Required configuration not found: ^feature smartlicense,0,1,"Enable Smart Licensing:
switch(config)# feature smartlicense

Then register with Cisco Smart Software Manager
",Monitoring > Smart Licensing
NX-MON-004,Configuration Checkpoints,Configuration Management,MEDIUM,FAIL,[FAIL] Required configuration not found: checkpoint,0,3,"Create configuration checkpoints before changes:
switch# checkpoint stable-config

Schedule automatic checkpoints:
switch(config)# scheduler aaa-authentication password <password>
switch(config)# scheduler job name backup-config
switch(config-job)# checkpoint file bootflash:backup-config
switch(config)# scheduler schedule name daily-backup
switch(config-schedule)# time daily 23:00
switch(config-schedule)# job name backup-config

Verify: show checkpoint summary
",Monitoring > Configuration Management | CIS 4.1.1
NX-MON-005,Scheduler Feature Enabled,Configuration Management,MEDIUM,PASS,Found: feature scheduler,3,3,"Enable scheduler feature:
switch(config)# feature scheduler

This enables automated configuration backups and maintenance tasks
",Cisco Hardening Guide | Monitoring
NX-MON-006,Automated Configuration Backups,Configuration Management,MEDIUM,FAIL,[FAIL] Required configuration not found: scheduler.*backup,0,3,"Schedule automated configuration backups:
switch(config)# scheduler job name config-backup
switch(config-job)# copy running-config bootflash:config-backup-$(TIMESTAMP).cfg
switch(config)# scheduler schedule name daily-backup
switch(config-schedule)# time daily 02:00
switch(config-schedule)# job name config-backup

Verify: show scheduler schedule
",Cisco Hardening Guide | Monitoring
NX-MON-007,NetFlow Feature Enabled,Traffic Analysis,MEDIUM,FAIL,[FAIL] Required configuration not found: ^feature netflow,0,3,"Enable NetFlow:
switch(config)# feature netflow

Configure NetFlow export:
switch(config)# flow exporter NETFLOW-EXPORT
switch(config-flow-exporter)# destination 10.1.1.100
switch(config-flow-exporter)# transport udp 2055
switch(config-flow-exporter)# source mgmt0

Apply to interfaces for traffic visibility
",Cisco Hardening Guide | Monitoring
NX-MON-008,AAA Command Accounting,Audit Logging,HIGH,FAIL,[FAIL] Required configuration not found: aaa accounting.*command,0,5,"Configure AAA command accounting:
switch(config)# aaa accounting commands default group tacacs+

This logs all commands executed for security audits
Verify: show aaa accounting
",Cisco Hardening Guide | Monitoring
